UserIP_Anonymized,Scenario,survey.age,survey.gender,survey.education,survey.political,survey.religious,country_code,Outcome,Continent
8e0a8ddc,Loop,18,Women,No College,0.34,0.5,BR,0,Americas
8e0a8ddc,Switch,18,Women,No College,0.34,0.5,BR,1,Americas
8e0baf79,Footbridge,49,Women,College,0.5,0.5,UA,0,Europe
8e0baf79,Loop,49,Women,College,0.5,0.5,UA,1,Europe
8e0baf79,Switch,49,Women,College,0.5,0.5,UA,1,Europe
8e0d9fc7,Footbridge,30,Men,College,1,0,DE,0,Europe
8e0d9fc7,Loop,30,Men,College,1,0,DE,0,Europe
8e0d9fc7,Switch,30,Men,College,1,0,DE,0,Europe
8e18cb0f,Footbridge,30,Men,College,1,0,US,1,Americas
8e18cb0f,Loop,30,Men,College,1,0,US,1,Americas
8e18cb0f,Switch,30,Men,College,1,0,US,1,Americas
8e1905db,Footbridge,20,Women,College,1,0,AU,0,Oc.
8e1905db,Loop,20,Women,College,1,0,AU,1,Oc.
8e1905db,Switch,20,Women,College,1,0,AU,1,Oc.
8e208e72,Footbridge,32,Men,No College,1,0,US,1,Americas
8e208e72,Loop,32,Men,No College,1,0,US,1,Americas
8e208e72,Switch,32,Men,No College,1,0,US,1,Americas
8e21ee40,Footbridge,22,Men,College,1,0,MX,1,Americas
8e21ee40,Loop,22,Men,College,1,0,MX,1,Americas
8e21ee40,Switch,22,Men,College,1,0,MX,1,Americas
8e238318,Footbridge,22,Men,No College,0.5,0,MY,0,Asia
8e238318,Loop,22,Men,No College,0.5,0,MY,1,Asia
8e238318,Switch,22,Men,No College,0.5,0,MY,0,Asia
8e243958,Footbridge,34,Men,College,0.49,0.76,AR,1,Americas
8e243958,Loop,34,Men,College,0.49,0.76,AR,1,Americas
8e243958,Switch,34,Men,College,0.49,0.76,AR,1,Americas
8e24a938,Footbridge,20,Men,College,1,0,RO,1,Europe
8e24a938,Loop,20,Men,College,1,0,RO,1,Europe
8e24a938,Switch,20,Men,College,1,0,RO,1,Europe
8e27b1d1,Footbridge,20,Men,College,0,0.5,RU,1,Europe
8e27b1d1,Loop,20,Men,College,0,0.5,RU,0,Europe
8e27b1d1,Switch,20,Men,College,0,0.5,RU,1,Europe
8e2d1352,Footbridge,21,Women,College,0.09,0.10999999999999999,MY,0,Asia
8e2d1352,Loop,21,Women,College,0.09,0.10999999999999999,MY,1,Asia
8e2d1352,Switch,21,Women,College,0.09,0.10999999999999999,MY,1,Asia
8e3151c5,Footbridge,58,Men,College,0.7,0.64,NL,0,Europe
8e3151c5,Loop,58,Men,College,0.7,0.64,NL,0,Europe
8e3151c5,Switch,58,Men,College,0.7,0.64,NL,1,Europe
8e334c5c,Footbridge,22,Men,No College,0,0.13,HU,0,Europe
8e334c5c,Loop,22,Men,No College,0,0.13,HU,0,Europe
8e334c5c,Switch,22,Men,No College,0,0.13,HU,0,Europe
8e33c8ea,Footbridge,24,Women,College,0.76,0.14,US,1,Americas
8e33c8ea,Loop,24,Women,College,0.76,0.14,US,0,Americas
8e33c8ea,Switch,24,Women,College,0.76,0.14,US,0,Americas
8e34e37f,Footbridge,24,Men,College,0.5,0.9,AR,0,Americas
8e34e37f,Loop,24,Men,College,0.5,0.9,AR,0,Americas
8e34e37f,Switch,24,Men,College,0.5,0.9,AR,1,Americas
8e3c3472,Footbridge,34,Women,College,0.5,1,MX,0,Americas
8e3c3472,Loop,34,Women,College,0.5,1,MX,1,Americas
8e3c3472,Switch,34,Women,College,0.5,1,MX,1,Americas
8e408f61,Footbridge,38,Men,College,0.55,0.39,US,1,Americas
8e408f61,Loop,38,Men,College,0.55,0.39,US,0,Americas
8e466787,Footbridge,21,Men,College,0.5,0.5,LT,1,Europe
8e466787,Loop,21,Men,College,0.5,0.5,LT,1,Europe
8e466787,Switch,21,Men,College,0.5,0.5,LT,1,Europe
8e479748,Footbridge,58,Men,College,0.92,0,MX,1,Americas
8e479748,Loop,58,Men,College,0.92,0,MX,1,Americas
8e479748,Switch,58,Men,College,0.92,0,MX,0,Americas
8e4fee2a,Footbridge,29,Men,College,1,0,BR,0,Americas
8e4fee2a,Loop,29,Men,College,1,0,BR,1,Americas
8e4fee2a,Switch,29,Men,College,1,0,BR,1,Americas
8e50b95b,Footbridge,26,Men,No College,0.33,0,FI,0,Europe
8e50b95b,Loop,26,Men,No College,0.33,0,FI,0,Europe
8e50b95b,Switch,26,Men,No College,0.33,0,FI,1,Europe
8e515144,Footbridge,25,Men,College,0.7,0.22,CZ,0,Europe
8e515144,Loop,25,Men,College,0.7,0.22,CZ,1,Europe
8e515144,Switch,25,Men,College,0.7,0.22,CZ,1,Europe
8e56bf8f,Footbridge,26,Men,College,0.66,0.5,US,0,Americas
8e56bf8f,Loop,26,Men,College,0.66,0.5,US,1,Americas
8e56bf8f,Switch,26,Men,College,0.66,0.5,US,1,Americas
8e5f1229,Footbridge,35,Men,College,0.16,0.86,GB,1,Europe
8e5f1229,Loop,35,Men,College,0.16,0.86,GB,1,Europe
8e5f1229,Switch,35,Men,College,0.16,0.86,GB,1,Europe
8e608cc4,Footbridge,39,Men,College,0.5,0.5,US,0,Americas
8e608cc4,Loop,39,Men,College,0.5,0.5,US,0,Americas
8e608cc4,Switch,39,Men,College,0.5,0.5,US,0,Americas
8e62e7ac,Footbridge,27,Women,College,0.87,0,NO,0,Europe
8e62e7ac,Loop,27,Women,College,0.87,0,NO,1,Europe
8e62e7ac,Switch,27,Women,College,0.87,0,NO,1,Europe
8e67ad65,Footbridge,18,Men,College,0.5,0.6,BE,0,Europe
8e67ad65,Loop,18,Men,College,0.5,0.6,BE,1,Europe
8e67ad65,Switch,18,Men,College,0.5,0.6,BE,1,Europe
8e68385c,Footbridge,30,Men,College,0.71,0,MX,0,Americas
8e68385c,Loop,30,Men,College,0.71,0,MX,1,Americas
8e68385c,Switch,30,Men,College,0.71,0,MX,1,Americas
8e6d862b,Footbridge,22,Men,College,0.82,0.82,FR,1,Europe
8e6d862b,Loop,22,Men,College,0.82,0.82,FR,1,Europe
8e6d862b,Switch,22,Men,College,0.82,0.82,FR,1,Europe
8e6e9202,Footbridge,63,Men,College,0.59,0.42,BR,1,Americas
8e6e9202,Loop,63,Men,College,0.59,0.42,BR,1,Americas
8e6e9202,Switch,63,Men,College,0.59,0.42,BR,1,Americas
8e70d277,Footbridge,22,Men,College,0.7,0,RU,0,Europe
8e70d277,Loop,22,Men,College,0.7,0,RU,0,Europe
8e70d277,Switch,22,Men,College,0.7,0,RU,1,Europe
8e76cfc4,Footbridge,32,Men,College,1,0,DE,0,Europe
8e76cfc4,Loop,32,Men,College,1,0,DE,0,Europe
8e76cfc4,Switch,32,Men,College,1,0,DE,0,Europe
8e79ac1a,Footbridge,20,Men,No College,0.5,0.62,CZ,1,Europe
8e79ac1a,Loop,20,Men,No College,0.5,0.62,CZ,1,Europe
8e79ac1a,Switch,20,Men,No College,0.5,0.62,CZ,1,Europe
8e7aecc9,Footbridge,22,Men,College,0.5,0.5,RU,1,Europe
8e7aecc9,Loop,22,Men,College,0.5,0.5,RU,1,Europe
8e7aecc9,Switch,22,Men,College,0.5,0.5,RU,1,Europe
8e814c00,Footbridge,58,Men,No College,0.5,0,FR,1,Europe
8e814c00,Loop,58,Men,No College,0.5,0,FR,1,Europe
8e814c00,Switch,58,Men,No College,0.5,0,FR,1,Europe
8e820c93,Footbridge,29,Women,No College,0.5,0.5,FR,0,Europe
8e820c93,Loop,29,Women,No College,0.5,0.5,FR,1,Europe
8e820c93,Switch,29,Women,No College,0.5,0.5,FR,1,Europe
8e8ab03d,Footbridge,30,Men,College,0.77,0,GB,1,Europe
8e8ab03d,Loop,30,Men,College,0.77,0,GB,1,Europe
8e8ab03d,Switch,30,Men,College,0.77,0,GB,1,Europe
8e8caaef,Footbridge,28,Men,College,0.5,0,HK,0,Asia
8e8caaef,Loop,28,Men,College,0.5,0,HK,1,Asia
8e8caaef,Switch,28,Men,College,0.5,0,HK,0,Asia
8e958c64,Footbridge,31,Men,College,0.92,0,DE,1,Europe
8e958c64,Loop,31,Men,College,0.92,0,DE,1,Europe
8e958c64,Switch,31,Men,College,0.92,0,DE,1,Europe
8e96a00b,Footbridge,18,Men,No College,0.5,0,GB,1,Europe
8e96a00b,Loop,18,Men,No College,0.5,0,GB,1,Europe
8e96a00b,Switch,18,Men,No College,0.5,0,GB,1,Europe
8e9c6b1b,Footbridge,18,Women,College,0.83,0,TR,1,Asia
8e9c6b1b,Loop,18,Women,College,0.83,0,TR,0,Asia
8e9c6b1b,Switch,18,Women,College,0.83,0,TR,1,Asia
8e9c9db4,Footbridge,50,Men,No College,0.8,0,FR,0,Europe
8e9c9db4,Loop,50,Men,No College,0.8,0,FR,0,Europe
8e9c9db4,Switch,50,Men,No College,0.8,0,FR,1,Europe
8e9cd2d5,Footbridge,23,Women,College,0.56,0,FR,0,Europe
8e9cd2d5,Loop,23,Women,College,0.56,0,FR,1,Europe
8e9cd2d5,Switch,23,Women,College,0.56,0,FR,1,Europe
8e9eb1b3,Footbridge,25,Men,College,0.24,0,CZ,1,Europe
8e9eb1b3,Loop,25,Men,College,0.24,0,CZ,1,Europe
8e9eb1b3,Switch,25,Men,College,0.24,0,CZ,1,Europe
8ea40eec,Footbridge,21,Men,No College,0.06,0.36,RO,0,Europe
8ea40eec,Loop,21,Men,No College,0.06,0.36,RO,1,Europe
8ea40eec,Switch,21,Men,No College,0.06,0.36,RO,1,Europe
8ea7a262,Loop,18,Men,No College,0.72,0,US,1,Americas
8ea7a262,Switch,18,Men,No College,0.72,0,US,1,Americas
8eb240f2,Footbridge,18,Women,No College,0.59,0,CH,0,Europe
8eb240f2,Loop,18,Women,No College,0.59,0,CH,1,Europe
8eb240f2,Switch,18,Women,No College,0.59,0,CH,1,Europe
8eb57d28,Footbridge,25,Women,College,0.5,0,GB,0,Europe
8eb57d28,Loop,25,Women,College,0.5,0,GB,1,Europe
8eb57d28,Switch,25,Women,College,0.5,0,GB,1,Europe
8eb760ba,Footbridge,44,Women,College,0.76,0,FR,0,Europe
8eb760ba,Loop,44,Women,College,0.76,0,FR,1,Europe
8eb760ba,Switch,44,Women,College,0.76,0,FR,1,Europe
8ec01acd,Footbridge,20,Men,College,0.23,0.56,PL,1,Europe
8ec01acd,Loop,20,Men,College,0.23,0.56,PL,0,Europe
8ec01acd,Switch,20,Men,College,0.23,0.56,PL,1,Europe
8ec1f84e,Footbridge,19,Women,No College,0.63,0.12,BE,1,Europe
8ec1f84e,Loop,19,Women,No College,0.63,0.12,BE,1,Europe
8ec1f84e,Switch,19,Women,No College,0.63,0.12,BE,1,Europe
8eca8f83,Footbridge,22,Men,College,1,0,NL,0,Europe
8eca8f83,Loop,22,Men,College,1,0,NL,1,Europe
8eca8f83,Switch,22,Men,College,1,0,NL,1,Europe
8ecbfbce,Footbridge,45,Men,College,0.53,0.65,CA,1,Americas
8ecbfbce,Loop,45,Men,College,0.53,0.65,CA,0,Americas
8ecbfbce,Switch,45,Men,College,0.53,0.65,CA,1,Americas
8ecc903b,Footbridge,45,Men,College,0.2,0,AU,0,Oc.
8ecc903b,Loop,45,Men,College,0.2,0,AU,0,Oc.
8ecc903b,Switch,45,Men,College,0.2,0,AU,0,Oc.
8eccd13f,Footbridge,28,Women,College,0.4,0.04,RU,1,Europe
8eccd13f,Loop,28,Women,College,0.4,0.04,RU,1,Europe
8eccd13f,Switch,28,Women,College,0.4,0.04,RU,1,Europe
8ecf19f8,Footbridge,28,Women,No College,0.5,0.5,FR,0,Europe
8ecf19f8,Loop,28,Women,No College,0.5,0.5,FR,0,Europe
8ecf19f8,Switch,28,Women,No College,0.5,0.5,FR,0,Europe
8ed15188,Footbridge,20,Women,College,0.5,0.37,TR,1,Asia
8ed15188,Loop,20,Women,College,0.5,0.37,TR,0,Asia
8ed15188,Switch,20,Women,College,0.5,0.37,TR,1,Asia
8ed218c2,Footbridge,35,Men,College,0.5,0.5,RO,0,Europe
8ed218c2,Loop,35,Men,College,0.5,0.5,RO,0,Europe
8ed218c2,Switch,35,Men,College,0.5,0.5,RO,1,Europe
8ed281b3,Footbridge,25,Men,No College,0.83,0,BE,1,Europe
8ed281b3,Loop,25,Men,No College,0.83,0,BE,1,Europe
8ed281b3,Switch,25,Men,No College,0.83,0,BE,1,Europe
8ed78454,Footbridge,21,Men,No College,0.5,0.33,PL,1,Europe
8ed78454,Loop,21,Men,No College,0.5,0.33,PL,1,Europe
8ed78454,Switch,21,Men,No College,0.5,0.33,PL,1,Europe
8ee000af,Loop,22,Women,College,0.59,0.61,CA,1,Americas
8ee000af,Switch,22,Women,College,0.59,0.61,CA,1,Americas
8ee165d1,Switch,36,Men,College,0.61,0.11,FR,1,Europe
8ee1a369,Footbridge,31,Women,College,0.5,0,CZ,0,Europe
8ee1a369,Loop,31,Women,College,0.5,0,CZ,1,Europe
8ee1a369,Switch,31,Women,College,0.5,0,CZ,1,Europe
8ee26bc3,Footbridge,20,Men,College,1,0,DE,1,Europe
8ee26bc3,Switch,20,Men,College,1,0,DE,1,Europe
8ee45dfb,Footbridge,30,Men,College,0.38,0.71,KR,1,Asia
8ee45dfb,Loop,30,Men,College,0.38,0.71,KR,1,Asia
8ee45dfb,Switch,30,Men,College,0.38,0.71,KR,1,Asia
8ee63009,Footbridge,26,Men,College,0.6,0,CA,1,Americas
8ee63009,Loop,26,Men,College,0.6,0,CA,1,Americas
8ee63009,Switch,26,Men,College,0.6,0,CA,1,Americas
8ee9395b,Footbridge,23,Men,College,0.71,0,GB,0,Europe
8ee9395b,Loop,23,Men,College,0.71,0,GB,1,Europe
8ee9395b,Switch,23,Men,College,0.71,0,GB,1,Europe
8ef087c0,Footbridge,32,Men,College,0.5,0,NL,1,Europe
8ef087c0,Loop,32,Men,College,0.5,0,NL,1,Europe
8ef087c0,Switch,32,Men,College,0.5,0,NL,1,Europe
8ef4cea5,Footbridge,19,Men,No College,0.5,0.5,DE,1,Europe
8efabd15,Footbridge,34,Men,College,0.5,0,ES,0,Europe
8efabd15,Loop,34,Men,College,0.5,0,ES,0,Europe
8efabd15,Switch,34,Men,College,0.5,0,ES,1,Europe
8efd9684,Footbridge,23,Women,College,0.5,0.72,US,1,Americas
8efd9684,Loop,23,Women,College,0.5,0.72,US,0,Americas
8efd9684,Switch,23,Women,College,0.5,0.72,US,1,Americas
8efdcb39,Footbridge,23,Men,College,0.5,0.76,ID,1,Asia
8efdcb39,Switch,23,Men,College,0.5,0.76,ID,1,Asia
8f010b4e,Footbridge,38,Men,College,0.5,0.5,FR,1,Europe
8f010b4e,Loop,38,Men,College,0.5,0.5,FR,1,Europe
8f010b4e,Switch,38,Men,College,0.5,0.5,FR,1,Europe
8f0520c2,Footbridge,28,Men,College,0.95,0,US,1,Americas
8f0520c2,Loop,28,Men,College,0.95,0,US,1,Americas
8f0520c2,Switch,28,Men,College,0.95,0,US,1,Americas
8f0924fb,Footbridge,25,Men,College,0.74,0,RU,0,Europe
8f0924fb,Loop,25,Men,College,0.74,0,RU,1,Europe
8f0924fb,Switch,25,Men,College,0.74,0,RU,1,Europe
8f0bd162,Footbridge,19,Men,College,0.5,0,US,1,Americas
8f0bd162,Loop,19,Men,College,0.5,0,US,1,Americas
8f0bd162,Switch,19,Men,College,0.5,0,US,1,Americas
8f0c52aa,Footbridge,43,Men,College,0.78,0,FR,0,Europe
8f0c52aa,Loop,43,Men,College,0.78,0,FR,1,Europe
8f0c52aa,Switch,43,Men,College,0.78,0,FR,1,Europe
8f165853,Footbridge,23,Men,College,0.5,0,GB,1,Europe
8f165853,Loop,23,Men,College,0.5,0,GB,1,Europe
8f165853,Switch,23,Men,College,0.5,0,GB,1,Europe
8f1702b8,Footbridge,18,Women,College,0.5,0.76,UA,0,Europe
8f1702b8,Loop,18,Women,College,0.5,0.76,UA,1,Europe
8f1702b8,Switch,18,Women,College,0.5,0.76,UA,1,Europe
8f18cee7,Footbridge,21,Men,College,1,0.77,BR,1,Americas
8f18cee7,Loop,21,Men,College,1,0.77,BR,1,Americas
8f18cee7,Switch,21,Men,College,1,0.77,BR,1,Americas
8f19b02d,Footbridge,19,Women,College,0.58,0.54,CA,0,Americas
8f19b02d,Loop,19,Women,College,0.58,0.54,CA,0,Americas
8f19b02d,Switch,19,Women,College,0.58,0.54,CA,1,Americas
8f24a13f,Loop,19,Men,College,1,0,SK,1,Europe
8f24a13f,Switch,19,Men,College,1,0,SK,1,Europe
8f25414e,Footbridge,19,Women,No College,1,0,US,0,Americas
8f25414e,Loop,19,Women,No College,1,0,US,1,Americas
8f25414e,Switch,19,Women,No College,1,0,US,1,Americas
8f2594ee,Footbridge,21,Men,College,0.62,0.31,US,0,Americas
8f2594ee,Loop,21,Men,College,0.62,0.31,US,1,Americas
8f2594ee,Switch,21,Men,College,0.62,0.31,US,1,Americas
8f2629ef,Footbridge,18,Men,College,1,0.62,BR,1,Americas
8f2629ef,Loop,18,Men,College,1,0.62,BR,1,Americas
8f2629ef,Switch,18,Men,College,1,0.62,BR,1,Americas
8f270ba1,Footbridge,39,Men,College,0.56,0.57,FR,1,Europe
8f270ba1,Loop,39,Men,College,0.56,0.57,FR,1,Europe
8f270ba1,Switch,39,Men,College,0.56,0.57,FR,1,Europe
8f288b74,Footbridge,27,Women,College,0.65,0.02,FR,1,Europe
8f288b74,Loop,27,Women,College,0.65,0.02,FR,1,Europe
8f288b74,Switch,27,Women,College,0.65,0.02,FR,1,Europe
8f2b7f1f,Footbridge,24,Men,College,0.76,0.5,FR,0,Europe
8f2b7f1f,Loop,24,Men,College,0.76,0.5,FR,0,Europe
8f2b7f1f,Switch,24,Men,College,0.76,0.5,FR,1,Europe
8f2be956,Footbridge,20,Men,College,1,0,PT,1,Europe
8f2be956,Footbridge,20,Men,No College,0.5,0.45,PT,1,Europe
8f2be956,Loop,20,Men,College,1,0,PT,1,Europe
8f2be956,Loop,20,Men,No College,0.5,0.45,PT,1,Europe
8f2be956,Switch,20,Men,College,1,0,PT,1,Europe
8f2be956,Switch,20,Men,No College,0.5,0.45,PT,1,Europe
8f2f5c28,Footbridge,24,Men,College,0.65,0.26,DE,0,Europe
8f2f5c28,Loop,24,Men,College,0.65,0.26,DE,1,Europe
8f2f5c28,Switch,24,Men,College,0.65,0.26,DE,1,Europe
8f2f6e3e,Footbridge,33,Women,College,0.5,0.5,FR,0,Europe
8f2f6e3e,Loop,33,Women,College,0.5,0.5,FR,1,Europe
8f2f6e3e,Switch,33,Women,College,0.5,0.5,FR,1,Europe
8f2fb0bb,Footbridge,29,Men,College,0.5,0.59,UA,0,Europe
8f2fb0bb,Loop,29,Men,College,0.5,0.59,UA,1,Europe
8f2fb0bb,Switch,29,Men,College,0.5,0.59,UA,1,Europe
8f3303fd,Footbridge,18,Men,No College,0.5,0,IT,1,Europe
8f3303fd,Loop,18,Men,No College,0.5,0,IT,1,Europe
8f3303fd,Switch,18,Men,No College,0.5,0,IT,1,Europe
8f342ad8,Footbridge,23,Men,No College,0.4,0.15,DE,1,Europe
8f342ad8,Loop,23,Men,No College,0.4,0.15,DE,1,Europe
8f342ad8,Switch,23,Men,No College,0.4,0.15,DE,1,Europe
8f37b42e,Footbridge,33,Men,College,0.15,0,ES,0,Europe
8f37b42e,Loop,33,Men,College,0.15,0,ES,1,Europe
8f37b42e,Switch,33,Men,College,0.15,0,ES,1,Europe
8f3a60ae,Footbridge,45,Women,College,0.97,0.13,FR,1,Europe
8f3a60ae,Loop,45,Women,College,0.97,0.13,FR,1,Europe
8f4cd235,Footbridge,27,Women,College,0.82,0,ES,1,Europe
8f4cd235,Footbridge,38,Men,No College,0.94,0.03,ES,1,Europe
8f4cd235,Loop,27,Women,College,0.82,0,ES,1,Europe
8f4cd235,Loop,38,Men,No College,0.94,0.03,ES,1,Europe
8f4d8b14,Footbridge,25,Women,College,0.5,0.5,NL,0,Europe
8f4d8b14,Loop,25,Women,College,0.5,0.5,NL,1,Europe
8f4d8b14,Switch,25,Women,College,0.5,0.5,NL,1,Europe
8f5090b3,Footbridge,20,Men,College,0.32,0.11,AR,0,Americas
8f5090b3,Loop,20,Men,College,0.32,0.11,AR,1,Americas
8f5090b3,Switch,20,Men,College,0.32,0.11,AR,1,Americas
8f53ad5e,Footbridge,61,Women,College,1,0,DE,0,Europe
8f53ad5e,Loop,61,Women,College,1,0,DE,1,Europe
8f53ad5e,Switch,61,Women,College,1,0,DE,1,Europe
8f556dd1,Footbridge,33,Men,No College,0.5,0.5,FR,1,Europe
8f556dd1,Loop,33,Men,No College,0.5,0.5,FR,1,Europe
8f556dd1,Switch,33,Men,No College,0.5,0.5,FR,1,Europe
8f59e070,Footbridge,18,Women,College,0.95,0,NL,1,Europe
8f59e070,Loop,18,Women,College,0.95,0,NL,1,Europe
8f59e070,Switch,18,Women,College,0.95,0,NL,1,Europe
8f5a4140,Footbridge,30,Men,College,0.63,0,DE,0,Europe
8f5a4140,Footbridge,50,Men,College,0.72,0.71,DE,0,Europe
8f5a5bee,Footbridge,28,Men,College,0.96,0,DE,1,Europe
8f5a5bee,Loop,28,Men,College,0.96,0,DE,1,Europe
8f5a5bee,Switch,28,Men,College,0.96,0,DE,1,Europe
8f5a8ab6,Footbridge,23,Men,College,1,0,AU,0,Oc.
8f5a8ab6,Loop,23,Men,College,1,0,AU,1,Oc.
8f5a8ab6,Switch,23,Men,College,1,0,AU,1,Oc.
8f5b6d9b,Footbridge,34,Men,College,0.5,0,PH,0,Asia
8f5b6d9b,Loop,34,Men,College,0.5,0,PH,1,Asia
8f5b6d9b,Switch,34,Men,College,0.5,0,PH,1,Asia
8f5e3258,Footbridge,20,Women,College,0.5,0,RU,0,Europe
8f5e3258,Loop,20,Women,College,0.5,0,RU,1,Europe
8f5e3258,Switch,20,Women,College,0.5,0,RU,1,Europe
8f601158,Footbridge,25,Men,College,0,0,CA,0,Americas
8f601158,Loop,25,Men,College,0,0,CA,1,Americas
8f601158,Switch,25,Men,College,0,0,CA,1,Americas
8f60379c,Footbridge,28,Women,College,0.5,0.73,ID,1,Asia
8f60379c,Loop,28,Women,College,0.5,0.73,ID,1,Asia
8f60379c,Switch,28,Women,College,0.5,0.73,ID,1,Asia
8f618d5d,Switch,20,Men,No College,1,0.37,DE,1,Europe
8f618d5d,Switch,20,Men,No College,0.79,0,DE,1,Europe
8f618d5d,Switch,25,Women,No College,0.8,0.24,DE,1,Europe
8f67e706,Footbridge,45,Men,No College,0.5,0.05,KR,0,Asia
8f67e706,Loop,45,Men,No College,0.5,0.05,KR,1,Asia
8f67e706,Switch,45,Men,No College,0.5,0.05,KR,1,Asia
8f682fbb,Footbridge,20,Men,College,0.96,0.09,ES,0,Europe
8f682fbb,Loop,20,Men,College,0.96,0.09,ES,0,Europe
8f682fbb,Switch,20,Men,College,0.96,0.09,ES,1,Europe
8f6a8fd0,Loop,21,Men,No College,0.83,0,DE,0,Europe
8f6a8fd0,Switch,21,Men,No College,0.83,0,DE,0,Europe
8f6b34f1,Footbridge,21,Women,No College,0.74,0.59,DE,0,Europe
8f6b34f1,Loop,21,Women,No College,0.74,0.59,DE,1,Europe
8f6b34f1,Switch,21,Women,No College,0.74,0.59,DE,1,Europe
8f6c1f83,Footbridge,20,Women,No College,0.76,0.5,AT,0,Europe
8f6c1f83,Loop,20,Women,No College,0.76,0.5,AT,1,Europe
8f6c1f83,Switch,20,Women,No College,0.76,0.5,AT,1,Europe
8f6c4953,Footbridge,36,Men,College,0.95,0,PL,1,Europe
8f6c4953,Loop,36,Men,College,0.95,0,PL,1,Europe
8f6c4953,Switch,36,Men,College,0.95,0,PL,1,Europe
8f6de3aa,Footbridge,21,Men,College,0.76,0.04,PL,1,Europe
8f6de3aa,Loop,21,Men,College,0.76,0.04,PL,1,Europe
8f6de3aa,Switch,21,Men,College,0.76,0.04,PL,1,Europe
8f6dfea8,Footbridge,30,Men,No College,0.5,0.49,BR,0,Americas
8f6dfea8,Loop,30,Men,No College,0.5,0.49,BR,1,Americas
8f6dfea8,Switch,30,Men,No College,0.5,0.49,BR,1,Americas
8f737565,Footbridge,38,Men,College,0.82,0,DK,0,Europe
8f737565,Loop,38,Men,College,0.82,0,DK,1,Europe
8f737565,Switch,38,Men,College,0.82,0,DK,1,Europe
8f74a9bb,Footbridge,56,Men,College,0.85,0.5,CA,1,Americas
8f74a9bb,Switch,56,Men,College,0.85,0.5,CA,1,Americas
8f77dd04,Footbridge,39,Men,No College,0.79,0,CA,0,Americas
8f77dd04,Loop,39,Men,No College,0.79,0,CA,1,Americas
8f77dd04,Switch,39,Men,No College,0.79,0,CA,1,Americas
8f821346,Loop,18,Men,College,0.5,0,FR,1,Europe
8f821346,Loop,18,Men,No College,0.49,0,FR,1,Europe
8f821346,Switch,18,Men,College,0.5,0,FR,1,Europe
8f821346,Switch,18,Men,No College,0.49,0,FR,1,Europe
8f82d4d1,Footbridge,39,Men,College,0.66,0.54,US,0,Americas
8f82d4d1,Loop,39,Men,College,0.66,0.54,US,1,Americas
8f82d4d1,Switch,39,Men,College,0.66,0.54,US,1,Americas
8f83225a,Footbridge,35,Men,College,0,0,DE,0,Europe
8f83225a,Loop,35,Men,College,0,0,DE,0,Europe
8f83225a,Switch,35,Men,College,0,0,DE,0,Europe
8f8472c7,Footbridge,21,Men,College,0,0.5,RO,0,Europe
8f8472c7,Loop,21,Men,College,0,0.5,RO,0,Europe
8f8472c7,Switch,21,Men,College,0,0.5,RO,0,Europe
8f89872e,Footbridge,32,Men,College,0.59,0.58,MX,1,Americas
8f89872e,Loop,32,Men,College,0.59,0.58,MX,1,Americas
8f89872e,Switch,32,Men,College,0.59,0.58,MX,1,Americas
8f89aadb,Footbridge,18,Men,No College,0.45,0,US,1,Americas
8f89aadb,Loop,18,Men,No College,0.45,0,US,1,Americas
8f89aadb,Switch,18,Men,No College,0.45,0,US,1,Americas
8f8a481b,Footbridge,29,Men,College,0.5,0.5,RU,0,Europe
8f8a481b,Loop,29,Men,College,0.5,0.5,RU,0,Europe
8f8a481b,Switch,29,Men,College,0.5,0.5,RU,0,Europe
8f8ad07f,Loop,20,Men,College,0.89,0,LV,1,Europe
8f8ad07f,Loop,20,Men,College,1,0.2,LV,1,Europe
8f8ad07f,Switch,20,Men,College,0.89,0,LV,1,Europe
8f8ad07f,Switch,20,Men,College,1,0.2,LV,1,Europe
8f8fd77b,Footbridge,32,Men,College,0,0,TW,0,Asia
8f8fd77b,Loop,32,Men,College,0,0,TW,0,Asia
8f8fd77b,Switch,32,Men,College,0,0,TW,0,Asia
8f941c8f,Footbridge,25,Men,College,0.67,0.26,US,1,Americas
8f941c8f,Loop,25,Men,College,0.67,0.26,US,1,Americas
8f941c8f,Switch,25,Men,College,0.67,0.26,US,1,Americas
8f95df48,Footbridge,30,Men,College,0.5,0.5,US,1,Americas
8f95df48,Loop,30,Men,College,0.5,0.5,US,1,Americas
8f95df48,Switch,30,Men,College,0.5,0.5,US,1,Americas
8f9aa960,Footbridge,29,Men,College,0.5,0.5,RU,0,Europe
8f9aa960,Loop,29,Men,College,0.5,0.5,RU,0,Europe
8f9aa960,Switch,29,Men,College,0.5,0.5,RU,0,Europe
8f9ede32,Footbridge,23,Men,College,0.44,0.92,PL,0,Europe
8f9ede32,Loop,23,Men,College,0.44,0.92,PL,1,Europe
8f9ede32,Switch,23,Men,College,0.44,0.92,PL,1,Europe
8fa02c74,Loop,18,Women,No College,0.57,0.5,FI,1,Europe
8fa02c74,Loop,18,Men,College,0.28,0.31,FI,1,Europe
8fa02c74,Switch,18,Women,No College,0.57,0.5,FI,1,Europe
8fa02c74,Switch,18,Men,College,0.28,0.31,FI,1,Europe
8fa047f1,Footbridge,35,Women,College,0.99,0.99,BR,0,Americas
8fa047f1,Loop,35,Women,College,0.99,0.99,BR,0,Americas
